order_id,payment_type,payment_sequential,payment_value,payment_installments,installment_value,installment_value_capped,high_installment_flag,used_voucher
c67e0d971789e81577df7e52a57ce0f9,credit_card,1,157.35,4,39.34,39.34,1,0
055336f2daf168319875b812d23de1d4,credit_card,1,378.2,2,189.1,178.25,0,0
ac11d10a9d24794506b10133391eaf2f,credit_card,1,93.04,9,10.34,10.34,1,0
4caecf79f2dfbc0304ffdc8637ff5900,credit_card,1,50.15,5,10.03,10.03,1,0
96b167a5afcb2a93da774f9135bf62db,credit_card,1,249.5,2,124.75,124.75,0,0
2b62c1f2514954fe162667774af50ba0,voucher,1,116.92,1,116.92,116.92,0,1
e2a875ab76ae9c68c532baa517d90363,credit_card,1,137.12,6,22.85,22.85,1,0
5545b19e008b4a2989c495761e53456a,credit_card,1,162.96,2,81.48,81.48,0,0
b1a5d5365d330d10485e0203d54ab9e8,credit_card,1,140.61,7,20.09,20.09,1,0
3660e114692157e805cdd9f04e83d9e9,credit_card,1,97.44,3,32.48,32.48,1,0
e2ee2dc610b2fdbed7d47963883bf17e,credit_card,1,177.6,4,44.4,44.4,1,0
d07177bc097beb1a6d82f01bdc6d6eec,credit_card,1,172.16,2,86.08,86.08,0,0
7c9be012c84c629a1f6f9e7ad6cdb81b,credit_card,1,143.99,3,48.0,48.0,1,0
abdebb57cdeab645971e43cbe3c2f32b,credit_card,1,291.37,1,291.37,178.25,0,0
db18e1e78435519ff49eae6ada66f29c,credit_card,1,56.38,1,56.38,56.38,1,0
2b83df43770dbcfe61c406dfc453068c,boleto,1,135.17,1,135.17,135.17,0,0
e7ea0f8156614d3c1bb279fa70085e85,credit_card,1,258.94,10,25.89,25.89,1,0
19f96944a3a31111c47399caff25b6f6,credit_card,1,27.77,2,13.89,13.89,1,0
b26d21b6d1c33dd959e1ece6cbcce322,boleto,1,89.17,1,89.17,89.17,0,0
3749e1bbc7bc1d318446e7c177727a01,credit_card,1,155.44,6,25.91,25.91,1,0
47bcc66b360244699053868c95917bd7,boleto,1,35.09,1,35.09,35.09,1,0
377aec337a068541200f33229afa85fd,credit_card,1,148.28,6,24.71,24.71,1,0
01235dc626dcf13283207ba7f36a959a,boleto,1,66.86,1,66.86,66.86,0,0
4c1b702493f9e6a8e7ab024bd34ba0d4,credit_card,1,171.84,8,21.48,21.48,1,0
09956a4d0066f2ef4e70f7ae51e2c9f3,credit_card,1,147.06,4,36.77,36.77,1,0
c13bcd05a0786cade9dec7974f1b5cc1,boleto,1,83.23,1,83.23,83.23,0,0
b391aeb86b28ac5a2085e0a77833bd15,credit_card,1,56.36,3,18.79,18.79,1,0
1dd21fef8dbb760a4bee7f33810aebde,credit_card,1,41.68,1,41.68,41.68,1,0
badb0dd3be1e47b016f7ce9a3a7168b8,boleto,1,54.0,1,54.0,54.0,1,0
e3d211011fde3f5b8aaf8ecd42c4eed0,credit_card,1,50.86,2,25.43,25.43,1,0
64d493ad39cf733d3cc70821e69208a2,credit_card,1,194.81,2,97.41,97.41,0,0
57785d086897beeadb05f3f58eb95250,credit_card,1,127.84,6,21.31,21.31,1,0
7699236048cea720bc29c41e6ed8343f,credit_card,1,252.89,10,25.29,25.29,1,0
31874b1728b2dc2adbd7ac767892fce0,credit_card,1,141.03,4,35.26,35.26,1,0
b330ac45859df51adcd01c1c5257b231,credit_card,1,1013.85,2,506.93,178.25,0,0
cfe6280cb115ade27e379ed940db3f1f,credit_card,1,227.23,2,113.62,113.62,0,0
e2bdd50123225ac6e08ff517b00fd06c,credit_card,1,455.49,4,113.87,113.87,1,0
8a9df0e90856f381a0cf115092f8dfdd,credit_card,1,158.76,3,52.92,52.92,1,0
a06450ed1022a79944ac0def2699251a,credit_card,1,83.23,8,10.4,10.4,1,0
a7ef7ca02054a53c7236c868d59acedb,credit_card,1,75.31,1,75.31,75.31,0,0
47af3c45ff89024653aa5c3cd617077e,credit_card,1,31.79,1,31.79,31.79,1,0
363b0ca1f6415ac4da76eb3a3d91f191,credit_card,1,216.86,2,108.43,108.43,0,0
1a24c42d543edc3c23123399b8aeb334,credit_card,1,171.44,5,34.29,34.29,1,0
91f773f9e0ac13fce1ee51a83ded4b02,credit_card,1,314.21,2,157.11,157.11,0,0
d053191d68ead1854578e774976d3771,boleto,1,71.74,1,71.74,71.74,0,0
437f9569f80867dcf497500e087d8851,voucher,1,69.34,1,69.34,69.34,0,1
e793ab3ca23d5c9cabf0278e50dfa41a,credit_card,1,148.23,1,148.23,148.23,0,0
f5fa6cc75eb7dc511bb4dac263fd05d3,credit_card,1,187.94,1,187.94,178.25,0,0
c48c006cc34f94c1fb2aa8afd2c1cc9f,boleto,1,173.94,1,173.94,173.94,0,0
e58d507c1730fdc2137d1fd497049a68,boleto,1,52.38,1,52.38,52.38,1,0
fdf459030a31d8361d80f9994ad7f8c4,voucher,1,102.94,1,102.94,102.94,0,1
9722eff1585170140d33d9ba863ba74e,credit_card,1,155.14,1,155.14,155.14,0,0
2ba3a1bb5c86f2fbe8024229ca45290c,credit_card,1,188.51,1,188.51,178.25,0,0
ef2d4e1e249df529bd9607d86aac1422,credit_card,1,324.74,3,108.25,108.25,1,0
624c268e0f962ef1cbf0033ad522f675,credit_card,1,99.14,1,99.14,99.14,0,0
ee5b1786726a245ec5cf9f49d16fabb9,credit_card,1,54.0,1,54.0,54.0,1,0
387e3755441d1da1712321040008a4e3,credit_card,1,84.57,2,42.29,42.29,1,0
08204559bebd39e09ee52dcb56d8faa2,credit_card,1,103.28,2,51.64,51.64,1,0
b07c9c5d4b4b96db91b933d31bed5248,credit_card,1,31.75,3,10.58,10.58,1,0
d0f7da7e2de84e667e955f4def9e6698,boleto,1,283.78,1,283.78,178.25,0,0
30ba86172fdf3caf123a7e424bcfb3a8,credit_card,1,178.08,4,44.52,44.52,1,0
85c467a504e5796387bb68fe2adcc256,credit_card,1,2204.04,6,367.34,178.25,1,0
d4e6db82770ffca02d0bf60e4eede3ad,credit_card,1,72.28,1,72.28,72.28,0,0
8cd5aad1cedb4a08e019072b76d6ec9d,debit_card,1,25.39,1,25.39,25.39,1,0
595ea00662b10b0cfeed71a17c7df49a,boleto,1,27.75,1,27.75,27.75,1,0
b3718f28653857ba876b640844d45d9b,credit_card,1,88.9,4,22.23,22.23,1,0
0ea7e836701fed12588fd394c9650d14,credit_card,1,111.89,1,111.89,111.89,0,0
cb7c80837141a1e309f7ab01576e8a48,credit_card,1,208.11,1,208.11,178.25,0,0
6d02a007afc7698b7dd60ffb07514d1c,credit_card,1,207.9,10,20.79,20.79,1,0
f771f4b3d070d0621bf89b9b66dbe8f1,credit_card,1,264.37,4,66.09,66.09,1,0
336efd31419787f0000881576b3b0f0a,credit_card,1,330.17,1,330.17,178.25,0,0
f8fe8d24cb8a4064a82cd795715643a4,credit_card,1,52.57,1,52.57,52.57,1,0
5f42573c60286a6f9d6a3809352c86e0,credit_card,1,105.66,5,21.13,21.13,1,0
a212cde404c8177ad20508a28c282082,credit_card,1,47.05,4,11.76,11.76,1,0
b78ba6ceb060e6cc64b1f92a95c42505,credit_card,1,114.42,1,114.42,114.42,0,0
1e90871264623f5f891409abac3dc0a7,credit_card,1,96.99,8,12.12,12.12,1,0
278373e52db807377698eb36337a8246,boleto,1,92.11,1,92.11,92.11,0,0
6345437ab1ffa04f5a791c668934e196,credit_card,1,49.24,1,49.24,49.24,1,0
c39f9e3a2a8caa1837ce092c7184e2cd,boleto,1,137.22,1,137.22,137.22,0,0
312a52a4042d010e3532ebbf98ce183e,credit_card,1,73.15,1,73.15,73.15,0,0
2440bc295a6469fa10b79123189bdb31,credit_card,1,67.53,1,67.53,67.53,0,0
fba15b6166570bdffa6d84b98e0c11ba,boleto,1,79.2,1,79.2,79.2,0,0
6397600035456e8e57cbcf89cdf7268c,credit_card,1,55.22,5,11.04,11.04,1,0
3a3cddda5a7c27851bd96c3313412840,voucher,1,63.89,1,63.89,63.89,1,1
68bf8482c9b58cb96095b7cb27e11c24,boleto,1,197.66,1,197.66,178.25,0,0
2819ec2a16c2a605c9f8662af33e1977,boleto,1,69.14,1,69.14,69.14,0,0
3b132068223649635448d659e7826d12,credit_card,1,185.85,2,92.93,92.93,0,0
f3d2fb271269ba8f728d079575258095,credit_card,1,221.65,8,27.71,27.71,1,0
3090dd6007fdfb9b78972782cb7cfbd1,credit_card,1,40.84,1,40.84,40.84,1,0
6eba952263622445be84d3536a3aa0f5,credit_card,1,239.8,10,23.98,23.98,1,0
87850ccd83d669cf004ea32dd917d6c4,boleto,1,192.89,1,192.89,178.25,0,0
191fb3bcee4d4df8099e3f29d9ff8197,boleto,1,33.78,1,33.78,33.78,1,0
f17562c57401466801e6a378f504a6d0,boleto,1,54.62,1,54.62,54.62,1,0
ce3f08db12e92209931e4bff447392df,credit_card,1,136.91,6,22.82,22.82,1,0
7cbb819f10680054c5b2d2d1992c1826,credit_card,1,66.79,6,11.13,11.13,1,0
d2d845154c7f4e7f7861ea8697c628b2,credit_card,1,340.07,1,340.07,178.25,0,0
71bd2b49a4e92c385e1c668b56aea592,boleto,1,91.23,1,91.23,91.23,0,0
4b30471e79d2d257fa289b154967b203,credit_card,1,65.14,3,21.71,21.71,1,0
f237e8ddc05a21386ec9441d40f8e09e,voucher,3,11.12,1,11.12,11.12,1,1
ef759931a1e239c554b2d2a25957e7cd,credit_card,1,252.38,1,252.38,178.25,0,0
80850824446cd379f755548b967c61b9,boleto,1,184.88,1,184.88,178.25,0,0
ead00e0026023c03ce71d6d072050bf6,credit_card,1,48.13,3,16.04,16.04,1,0
242e24b7eaa9f48cde9d679f8591124d,credit_card,1,236.66,4,59.17,59.17,1,0
d9d104af1ea99e0b7f6b0644eedc74d0,credit_card,1,40.95,1,40.95,40.95,1,0
0435b65bfd0a1cd1c48a82f5b405ea78,credit_card,1,154.14,4,38.54,38.54,1,0
175ba47aad2d017d2495c66b763a7df6,credit_card,1,130.0,3,43.33,43.33,1,0
c3efd4a2e8fb35fdc26a1312de8e2ca2,credit_card,1,110.04,3,36.68,36.68,1,0
63c5f492ab4ee6c249acbb4cff61ae3f,credit_card,1,407.9,1,407.9,178.25,0,0
69e0526abe64c820d4dd97f2b9921e60,credit_card,1,27.79,1,27.79,27.79,1,0
d0fcb0e64631dcf3a108b1837a69d9a5,credit_card,1,5.37,1,5.37,5.37,1,0
60b0fba7a3132de4c33d2a0a2f204b15,boleto,1,149.73,1,149.73,149.73,0,0
1dfc284468e80b96e18103668871f465,credit_card,1,78.97,6,13.16,13.16,1,0
4b21c757f8c1a51d41c1653e15d8f289,voucher,2,247.16,1,247.16,178.25,0,1
77c514940a145ab624fa7ec202ef6dae,boleto,1,64.44,1,64.44,64.44,1,0
ccf0360c8b7c2fbfd429c07b9d55b316,credit_card,1,88.56,3,29.52,29.52,1,0
8884d621c46890c4fef64a8ad59fe7a0,credit_card,1,120.19,1,120.19,120.19,0,0
0cafd6a7576a6aae0f891008a87f1546,credit_card,1,10.9,1,10.9,10.9,1,0
e0a341e9f5a2c4c054ef1f49f6836414,credit_card,1,30.09,1,30.09,30.09,1,0
e547c4009f2792489ad11ee1d89d13de,credit_card,1,45.09,4,11.27,11.27,1,0
b58a6cafa236091ed83bec2b0ff64ec7,boleto,1,61.84,1,61.84,61.84,1,0
fdbaa530778c33afe4b7762457bd8204,credit_card,1,75.65,2,37.83,37.83,1,0
dbb0da1abcce904dc52dd60ae31d5c12,voucher,6,5.52,1,5.52,5.52,1,1
e9469e5fcdd939ebabbcd92bd8e8cb39,credit_card,1,50.23,3,16.74,16.74,1,0
c1101a911387fc42d24230c28f75f016,credit_card,1,99.88,2,49.94,49.94,1,0
ab386ef8f4f634743e03a8763d3c6510,credit_card,1,283.97,8,35.5,35.5,1,0
8b4bddf7147c2e258a07697c3db41203,credit_card,1,478.37,5,95.67,95.67,1,0
83f524dae71f9cada869247b753f2abb,credit_card,1,112.59,5,22.52,22.52,1,0
67ff89e045f61cd73790e9866d3dc6ea,credit_card,1,150.6,3,50.2,50.2,1,0
9dff7bf880b1277a4bfd5181d5a09ca8,debit_card,1,31.69,1,31.69,31.69,1,0
882af1e2ad3e4b132d4b23c429843dc8,credit_card,1,1035.79,5,207.16,178.25,1,0
8edbc0b60816d6644dbe422dedc06681,credit_card,1,285.14,1,285.14,178.25,0,0
3c01ff78a2f337f911274be0d0338656,credit_card,1,208.12,6,34.69,34.69,1,0
6d081f01954b384717392a20f7230f6a,credit_card,1,103.08,4,25.77,25.77,1,0
0c87b31e37ed8557e234cec91546d4cc,credit_card,1,399.16,2,199.58,178.25,0,0
8505cbf7005b6ec865878f42abdb291a,credit_card,1,50.0,1,50.0,50.0,1,0
fc96b98d9e8a75af45c0d41844b50f35,credit_card,1,117.93,3,39.31,39.31,1,0
2e97685820b5ee3efa8b213f18899387,credit_card,1,61.28,1,61.28,61.28,1,0
a471834c9ff33eaa1ba3b5aa8d6d0180,credit_card,1,69.7,5,13.94,13.94,1,0
0d758f79408829d623e331723ac19569,credit_card,1,16.38,1,16.38,16.38,1,0
015fb6b5f739788434fa690540f90f19,boleto,1,475.96,1,475.96,178.25,0,0
34d8cd1ae7f779736eab467bc2a056df,credit_card,1,139.28,1,139.28,139.28,0,0
f8647aaeab4c6556d59fb6f9a8508e81,credit_card,1,195.91,8,24.49,24.49,1,0
647cd1d569c405ed9c09cbd6cf0813f9,credit_card,1,51.71,1,51.71,51.71,1,0
f8e38590ff083b97342732a847eb3851,credit_card,1,123.18,4,30.8,30.8,1,0
903db3e1980ea3e0fc2138852af7d3ca,credit_card,1,29.88,1,29.88,29.88,1,0
a40502ef2029080537a03312ad509b69,credit_card,1,137.08,4,34.27,34.27,1,0
35b0df750240d1b187d59e193db40612,credit_card,1,31.69,3,10.56,10.56,1,0
c98c07a025d81c2340fa5495602c2312,credit_card,1,51.71,2,25.86,25.86,1,0
497e5e92e62cf84d974cd4345971f57a,boleto,1,274.06,1,274.06,178.25,0,0
ed8057e84e86b05fc9bf67d7c6657881,credit_card,1,195.0,2,97.5,97.5,0,0
be09f109e6aa72ccad1f72f521f8d525,credit_card,1,128.0,1,128.0,128.0,0,0
694809b480ae4b3b1e2b5a94c738b7fe,credit_card,1,35.0,1,35.0,35.0,1,0
a650c3b90a4fe07df3649652c1571200,credit_card,1,123.05,10,12.31,12.31,1,0
e66785759d87e2a80e8cc70ddd861f36,credit_card,1,42.77,1,42.77,42.77,1,0
1c928abe3140f4705e73bc9ffe47e5cd,credit_card,1,40.54,1,40.54,40.54,1,0
220e48b13b356b314da2cbc5f1dbfccf,boleto,1,197.7,1,197.7,178.25,0,0
b33ba27bcc778a34f2d46f4138302b14,credit_card,1,155.64,7,22.23,22.23,1,0
4cfc21861f949b1bb4f23340193a2138,boleto,1,131.43,1,131.43,131.43,0,0
cb4d02620d1bb019ae594478c5d9f565,credit_card,1,32.77,3,10.92,10.92,1,0
0b8a99d7c60d2f4d09e094e974261cb2,boleto,1,239.44,1,239.44,178.25,0,0
a6ecc5068e6e585b2dca3e496ba4b277,credit_card,1,151.23,3,50.41,50.41,1,0
02702047ff5a89b9dd2f5afa7dcff91e,credit_card,1,58.69,1,58.69,58.69,1,0
b1255ece61a04beee71a3dd933220a22,credit_card,1,428.0,8,53.5,53.5,1,0
8badb85035ae9283c53e42b0ab697410,credit_card,1,58.44,1,58.44,58.44,1,0
88b88135d497fa3d176822934754dd64,boleto,1,29.76,1,29.76,29.76,1,0
ecc7d8ad8bbcd5b0a9cc9a2d5a34bcb9,credit_card,1,65.11,6,10.85,10.85,1,0
b747117c2b61e77e4ca28fc2ab62860b,credit_card,1,65.51,4,16.38,16.38,1,0
2c007d9ae26859112a7d67f993163e5a,credit_card,1,112.61,5,22.52,22.52,1,0
ee76c8b8bd42ca7913d033a9dea1383f,credit_card,1,231.27,1,231.27,178.25,0,0
2ef410891d7032f34d90f6e7d1dc42b3,credit_card,1,101.7,1,101.7,101.7,0,0
7e6c8e28ce48b444b6b6028f6aca5c72,credit_card,1,65.71,3,21.9,21.9,1,0
0c1e49ce507979f2fb222498663ce653,credit_card,1,215.78,8,26.97,26.97,1,0
9b1b03659c8b48c95c05af1523108b12,credit_card,1,99.95,1,99.95,99.95,0,0
53dcadf469da8b7dc9c2866321927607,credit_card,1,142.46,4,35.62,35.62,1,0
725eca9f9dda0b6d31796735ae596bb7,credit_card,1,205.28,2,102.64,102.64,0,0
53f5a7f622d498ff3eeb334b8efa7ae7,voucher,2,2.36,1,2.36,2.36,1,1
0635ec73c8d9729fec281d4b87339be3,boleto,1,80.2,1,80.2,80.2,0,0
f98cb4c3cde10f19642a16e7dda03f08,voucher,2,100.0,1,100.0,100.0,0,1
f50f12991ec8bcff03994381dcf9ce08,credit_card,1,28.62,1,28.62,28.62,1,0
5d7f0dc1e401127edfe8b79e174a52c8,credit_card,1,67.92,3,22.64,22.64,1,0
6287b2bf8c9689868aadfd52c50f1160,credit_card,1,1046.56,10,104.66,104.66,1,0
1ffded15ce20a1a518490765dc37cc9c,voucher,1,28.52,1,28.52,28.52,1,1
43389a4c5d1f6f0fff4486c6ae61d4ea,credit_card,1,95.23,1,95.23,95.23,0,0
4b47ca7c3201379f99ee4c1f4d0c80b0,credit_card,1,96.47,2,48.24,48.24,1,0
1ce8d14cbfa55d85f3009438ecbd792b,credit_card,1,142.57,8,17.82,17.82,1,0
6e57e23ecac1ae881286657694444267,debit_card,1,333.91,1,333.91,178.25,0,0
bc8a5de6abf5b14f98a6135a7fb46731,credit_card,1,158.8,4,39.7,39.7,1,0
e529c3dca69fcce22a39a059514c4ae7,credit_card,1,73.26,1,73.26,73.26,0,0
60587a0b83305888501192ff07ba8bb9,boleto,1,63.73,1,63.73,63.73,1,0
5d322f251f819899cfcc89e316e4f4d2,credit_card,1,162.59,3,54.2,54.2,1,0
5213c9e107ccd1c4753c20f7be696c49,credit_card,1,31.75,1,31.75,31.75,1,0
bf7dc4793cf928d5303528934bd9647c,credit_card,1,80.12,8,10.02,10.02,1,0
9eb9610a7e3c04e7ab0298d704c383dc,credit_card,1,42.38,3,14.13,14.13,1,0
35681d761149a472aa05d9fe484c61b3,boleto,1,57.62,1,57.62,57.62,1,0
484dca40df3d3e143c32574fc87387ca,credit_card,1,97.34,1,97.34,97.34,0,0
27f2fc5cc614685907cc6814ab7701ce,credit_card,1,106.16,4,26.54,26.54,1,0
bb386dd878f0e22e224e88bf470d8bba,credit_card,1,223.69,4,55.92,55.92,1,0
a3708faf029ec4c5f84127cf7e872aa5,boleto,1,54.13,1,54.13,54.13,1,0
04f917df18d906d8a147182234788026,credit_card,1,157.35,4,39.34,39.34,1,0
9a3deb474c6a3f4fbdf3252718392c47,credit_card,1,192.98,1,192.98,178.25,0,0
ef53ed0382d7f4a3ce54b8e4a0ba7143,boleto,1,128.15,1,128.15,128.15,0,0
a4101dff2487b4a3d89330b9fe480475,credit_card,1,72.16,5,14.43,14.43,1,0
2297bd1a898970d8f9cbefea429b7bad,credit_card,1,87.06,2,43.53,43.53,1,0
d18941a914e7a203e714a20432c05a35,credit_card,1,36.17,1,36.17,36.17,1,0
ff31038b08d729b14c0f7e206f0c85bc,credit_card,1,135.49,8,16.94,16.94,1,0
7c4300b4566920906b3107048eabfcd7,credit_card,1,163.98,4,41.0,41.0,1,0
ff07e8cf368d59bc41752e3648994b36,credit_card,1,134.28,2,67.14,67.14,0,0
d4b3b00396bf3d72f49b2e06219f385e,credit_card,1,72.43,1,72.43,72.43,0,0
9eff67e8c9f0810c3ee0038f915a84de,credit_card,1,32.54,3,10.85,10.85,1,0
33dbd2002d80438989cc32296d1a2ed9,credit_card,1,80.54,3,26.85,26.85,1,0
410e41c4507bab680c202520e09d0f45,credit_card,1,192.68,2,96.34,96.34,0,0
6751421a5f8978f08dab6b35213d769d,credit_card,1,819.32,10,81.93,81.93,1,0
26d25b216d95d45c3c74ab339d25b534,credit_card,1,920.17,8,115.02,115.02,1,0
c8213e60d923c834447d410caab1898d,credit_card,1,993.55,10,99.35,99.35,1,0
29c5a7f7a7e0947fa6d28f355cd28c5f,credit_card,1,194.11,5,38.82,38.82,1,0
a4f3a3f57f483a605280e1e66a6bb18b,credit_card,1,378.74,6,63.12,63.12,1,0
8b83908fdb598db143e4b00e8dac9036,credit_card,1,119.79,4,29.95,29.95,1,0
8207dc60d7f55f4ac2b9601f02eeff29,credit_card,1,235.59,8,29.45,29.45,1,0
5d90c606cb92f1bd781a311d5ab61a75,credit_card,1,42.87,1,42.87,42.87,1,0
a2ea081c06c12c25c068089e4985745a,credit_card,1,110.0,5,22.0,22.0,1,0
0fd3cee523a106ac501c4cf18f56a4de,credit_card,1,96.66,1,96.66,96.66,0,0
f9f91e01e98440ee1e84dbcfad27fdbd,credit_card,1,109.5,5,21.9,21.9,1,0
058a84184b0421a60f75fdbda47862c1,credit_card,1,190.0,5,38.0,38.0,1,0
ca186afb25218627f21f78bcb9a5ea08,credit_card,1,120.4,1,120.4,120.4,0,0
5f63f81968c1ed5835496acaa5b63434,credit_card,1,393.32,6,65.55,65.55,1,0
dd6871ac691db075bd6f8e6c70576648,credit_card,1,76.76,1,76.76,76.76,0,0
43ada20efaad1c2c55197dd39050267f,boleto,1,115.44,1,115.44,115.44,0,0
044bcd01474ba715e7cb11d5a70ccf0e,credit_card,1,89.96,1,89.96,89.96,0,0
e0f04a1acc50a7daf0cbb0654d438725,credit_card,1,140.22,5,28.04,28.04,1,0
d8869b7bf74e01d8de9c3f1a58352113,credit_card,1,90.7,2,45.35,45.35,1,0
a9b8ca11d1c4f895787b4503f3772706,voucher,1,133.9,1,133.9,133.9,0,1
87334ea6311529ce3e36b18350d2d4b3,credit_card,1,49.34,1,49.34,49.34,1,0
57a35d61c0b1fd44dd181d80d03cc0ac,credit_card,1,450.89,1,450.89,178.25,0,0
f3d907ca2389186613781da85106e282,credit_card,1,62.52,1,62.52,62.52,1,0
e70564a3b448dd6f6d5ca53b0f8222b1,credit_card,1,144.03,12,12.0,12.0,1,0
03df18ab5ba4464030b07f49dc6d206e,credit_card,1,47.68,1,47.68,47.68,1,0
cb123d857949246d3e5f1c532280c023,credit_card,1,93.86,4,23.47,23.47,1,0
4a5bef9407a9fb11676211fba6b07c1c,credit_card,1,331.4,1,331.4,178.25,0,0
c02bde150f60b4c2adcdd0c0e9d36d0d,credit_card,1,166.29,2,83.15,83.15,0,0
10ade03150da4c3a784807bae033f361,credit_card,1,63.33,1,63.33,63.33,1,0
a467b6e02187433dde3d9827e8561a9b,credit_card,1,87.36,8,10.92,10.92,1,0
8891e0949adc833bce664e7af1e0ea6c,credit_card,1,358.29,6,59.72,59.72,1,0
9f5abaa01d419a15e448f089b1cf4b94,credit_card,1,2467.33,10,246.73,178.25,1,0
cc95bee5397d2c44e076ccffd9dd766c,credit_card,1,86.9,3,28.97,28.97,1,0
488f659efac45e9067e284ded2bf7daa,credit_card,1,69.84,5,13.97,13.97,1,0
53a9030f4c378093408080aa3809e214,credit_card,1,285.63,8,35.7,35.7,1,0
b7f82499548a3de02968030aa7d011f8,credit_card,1,147.36,2,73.68,73.68,0,0
88fb107c0a2468a43a4c093490ac14cb,credit_card,1,51.83,2,25.92,25.92,1,0
38d33a629bb89c609344e7ef727bed13,boleto,1,82.33,1,82.33,82.33,0,0
e3ea7db75c57be6a3779176cfa7802c3,voucher,2,69.19,1,69.19,69.19,0,1
3517c4c24184e3c518a1c8319dc60765,credit_card,1,141.23,5,28.25,28.25,1,0
4a544fe98dde76d5f78dde8a2a1986e7,boleto,1,85.62,1,85.62,85.62,0,0
6ed1103fd0fa6171c6ecfb3622fef9d2,credit_card,1,38.17,3,12.72,12.72,1,0
7b368eab51e8752cd22b7a851e8be248,voucher,1,18.75,1,18.75,18.75,1,1
a79bd7af35a4fffee2b23fded963b4ea,credit_card,1,41.04,1,41.04,41.04,1,0
6c7a96d309d8664e67c6c88cb02f49dd,boleto,1,43.22,1,43.22,43.22,1,0
8c39f8c248ad24b41345fbdc827861d1,credit_card,1,142.1,6,23.68,23.68,1,0
89dcc8e6ba6b8f472cea330e77e1d155,credit_card,1,123.34,2,61.67,61.67,1,0
61169b5b065635c60de8c284ff59474f,credit_card,1,184.59,2,92.3,92.3,0,0
8365144952c18f57c7a84e62d664d2d9,boleto,1,187.98,1,187.98,178.25,0,0
3bd820484fb08cbd09f9d3f378fae1a4,credit_card,1,870.11,10,87.01,87.01,1,0
cc2a815c27056f7c5770b6a14d422863,boleto,1,86.25,1,86.25,86.25,0,0
2bef1137ad13dce586ff456d72e62549,credit_card,1,176.74,9,19.64,19.64,1,0
2d17c499d9ed8dbdfb97368c0f322dc0,credit_card,1,82.74,1,82.74,82.74,0,0
9d6fce663840af4f0e35863644f6c031,credit_card,1,2.76,1,2.76,2.76,1,0
17b33c457230992a193f0e7179fbf104,credit_card,1,153.09,2,76.55,76.55,0,0
eaee2825724ee0ccf396e0d0e61321df,boleto,1,33.51,1,33.51,33.51,1,0
2353193a857232c5eb9a7604fc505089,credit_card,1,291.57,3,97.19,97.19,1,0
c745e617482a01d21b32bca11a598621,credit_card,1,66.19,1,66.19,66.19,1,0
f34cb8566ce1b66fc30926aaed89a2de,credit_card,1,106.87,4,26.72,26.72,1,0
f83a0ce66c457dfdf564dafa364ae1d4,credit_card,1,66.26,1,66.26,66.26,1,0
0dcfff35f1d2e0fb46301c92143663f9,credit_card,1,84.75,8,10.59,10.59,1,0
b8664a67156f7d886752140cd2e2e089,credit_card,1,63.15,3,21.05,21.05,1,0
46dc14e76e68252f0c7883545008ca1a,credit_card,1,357.91,10,35.79,35.79,1,0
ccb00fede04edb74aaaf61feca390c54,credit_card,1,114.69,1,114.69,114.69,0,0
b1a4a414356b54aba115cf84a9536752,voucher,1,32.51,1,32.51,32.51,1,1
08dd64e78f26024b266515d5262be17f,credit_card,1,39.61,3,13.2,13.2,1,0
4bd1099b6061705c9dc280f3f0c4324a,credit_card,1,21.77,2,10.89,10.89,1,0
3b106e10a8c576552a457e61f1e8c90c,credit_card,1,152.48,1,152.48,152.48,0,0
3174b803120ff7406c6d04c542a80bfb,credit_card,1,370.8,8,46.35,46.35,1,0
d5d69378d9ce32d540e8474e6423b5b5,credit_card,1,159.76,2,79.88,79.88,0,0
fbff77db5421bb7e1da292db45d07e75,credit_card,1,8.25,1,8.25,8.25,1,0
c8613f1f2b834e72422ddd76442f677c,boleto,1,54.59,1,54.59,54.59,1,0
e11e49042dd9e24863991a081fd4bf19,credit_card,1,36.06,1,36.06,36.06,1,0
2c04e9500d7402e891b3c1213847febb,credit_card,1,89.27,1,89.27,89.27,0,0
7446025306e883cf5f81d6a59b52a77a,credit_card,1,186.84,10,18.68,18.68,1,0
c6bbe896f3c4d0cc5969d1e46ecab29b,credit_card,1,71.53,2,35.77,35.77,1,0
c6f1ebce1a5cf02dffc63b2df66fb920,credit_card,1,153.9,3,51.3,51.3,1,0
210c564437a3ed150b4ac174eb4282fa,credit_card,1,27.77,2,13.89,13.89,1,0
580603672a21252f21fa8a8b4ca85986,credit_card,1,100.44,2,50.22,50.22,1,0
3c5c6fad12cccea3829606ddd4c3b7a0,debit_card,1,98.14,1,98.14,98.14,0,0
594bad57a253656f86d8282c5365be89,boleto,1,192.9,1,192.9,178.25,0,0
4589d66e35f0ae1a3235cccdc7c4ae8e,credit_card,1,106.08,10,10.61,10.61,1,0
8530e2069f9db01013a5f935b785eee3,debit_card,1,386.95,1,386.95,178.25,0,0
81251f18621a822ad5b09593dfee4fc9,credit_card,1,22.46,2,11.23,11.23,1,0
125065dcda5fb5549b43a1ce085bec63,credit_card,1,156.33,6,26.06,26.06,1,0
3e57128c6628df0162aefb87d11d4bc2,credit_card,1,49.49,1,49.49,49.49,1,0
b951fda86def0277a8416cbe5e7389e0,boleto,1,146.22,1,146.22,146.22,0,0
